
                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1. Create and Populate Temporary Table: ACSBV3_temp_curve                                                            ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:25                                                                                            0602A (v1.0)
                                                                                                                           
COUNT(*)
131

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  2. Create and Populate Table: ACSBV3_0602A_curve FROM ACSBV3_temp_curve ORDER BY slot_group, ItemLevelBracket        ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:57:25                                                                                            0602A (v1.0)
                                                                                                                           
slot_group	ItemLevelBracket	armor_raw	armor_3pnt	armor_mono	budget_raw	budget_3pnt	budget_mono
Minor-Armor	200	699.51282	672.21517	672.21517	317.01731	308.11258	308.11258
Minor-Armor	210	719.52852	716.47807	716.47807	367.89335	368.27201	368.27201
Minor-Armor	220	730.39286	734.84848	734.84848	419.90536	411.74092	411.74092
Minor-Armor	230	754.62406	742.88042	742.88042	447.42406	444.78997	444.78997
Minor-Armor	240	743.62434	783.99021	783.99021	467.04048	481.05661	481.05661
Minor-Armor	250	853.72222	822.53918	822.53918	528.70528	519.83224	519.83224
Minor-Armor	260	870.27097	894.07313	894.07313	563.75097	573.92014	573.92014
Minor-Armor	270	958.22619	966.87405	966.87405	629.30417	622.66421	622.66421
Minor-Armor	280	1072.12500	1015.17560	1015.17560	674.93750	652.12084	652.12084
Moderate-Armor	20	73.14754	81.41098	81.41098	17.76885	22.05982	22.05982
Moderate-Armor	30	89.67442	104.52766	104.52766	26.35078	28.08212	28.08212
Moderate-Armor	40	150.76101	152.05774	152.05774	40.12673	41.63458	41.63458
Moderate-Armor	50	215.73780	203.35082	203.35082	58.42622	58.11457	58.11457
Moderate-Armor	60	243.55365	262.39838	262.39838	75.79077	81.59912	81.59912
Moderate-Armor	70	327.90370	305.46777	305.46777	110.58037	94.82957	94.82957
Moderate-Armor	80	344.94595	339.61026	339.61026	98.11757	99.69724	99.69724
Moderate-Armor	90	345.98113	357.76849	357.76849	90.39377	101.33247	101.33247
Moderate-Armor	100	382.37838	394.21251	394.21251	115.48608	119.50721	119.50721
Moderate-Armor	110	454.27801	479.79023	479.79023	152.64178	157.97702	157.97702
Moderate-Armor	120	602.71429	555.72065	555.72065	205.80321	187.54119	187.54119
Moderate-Armor	130	610.16964	626.22057	626.22057	204.17857	212.75869	212.75869
Moderate-Armor	140	665.77778	663.34914	663.34914	228.29429	224.96041	224.96041
Moderate-Armor	150	714.10000	667.10632	667.10632	242.40836	220.19010	224.96041
Moderate-Armor	160	621.44118	711.96418	711.96418	189.86765	212.70822	224.96041
Moderate-Armor	170	800.35135	762.39625	762.39625	205.84865	237.99820	237.99820
Moderate-Armor	180	865.39623	875.21184	875.21184	318.27830	309.60812	309.60812
Moderate-Armor	200	959.88793	927.39790	927.39790	404.69741	395.88043	395.88043
Moderate-Armor	210	956.90955	977.13321	977.13321	464.66558	464.55809	464.55809
Moderate-Armor	220	1014.60215	993.76522	993.76522	524.31129	515.17120	515.17120
Moderate-Armor	230	1009.78395	1037.20476	1037.20476	556.53673	565.74621	565.74621
Moderate-Armor	240	1087.22819	1053.56525	1053.56525	616.39060	605.92672	605.92672
Moderate-Armor	250	1063.68362	1093.58171	1093.58171	644.85282	653.16702	653.16702
Moderate-Armor	260	1129.83333	1117.38304	1117.38304	698.25764	702.49774	702.49774
Moderate-Armor	270	1158.63218	1144.23276	1144.23276	764.38276	731.32020	731.32020
Shield	10	285.14286	380.02015	380.02015	57.52857	77.39506	77.39506
Shield	20	474.89744	475.96581	475.96581	97.26154	97.35861	97.35861
Shield	30	667.85714	829.40778	829.40778	137.28571	170.12044	170.12044
Shield	40	1345.46875	1255.37890	1255.37890	275.81406	256.74317	256.74317
Shield	50	1752.81081	1753.13128	1753.13128	357.12973	358.25603	358.25603
Shield	60	2161.11429	2397.59408	2397.59408	441.82429	492.14182	492.14182
Shield	70	3278.85714	2818.61548	2818.61548	677.47143	576.88607	576.88607
Shield	80	3015.87500	3134.24405	3134.24405	611.36250	641.01687	641.01687
Shield	90	3108.00000	3193.12500	3193.12500	634.21667	652.23306	652.23306
Shield	100	3455.50000	3566.48485	3566.48485	711.12000	735.90647	735.90647
Shield	110	4135.95455	4202.04041	4202.04041	862.38273	873.57591	873.57591
Shield	120	5014.66667	4642.96898	4642.96898	1047.22500	966.03591	966.03591
Shield	130	4778.28571	5107.91746	5107.91746	988.50000	1066.26667	1066.26667
Shield	140	5530.80000	5432.13113	5432.13113	1163.07500	1136.91859	1136.91859
Shield	150	5987.30769	5859.36923	5859.36923	1259.18077	1239.21859	1239.21859
Shield	160	6060.00000	6008.71367	6008.71367	1295.40000	1266.25748	1266.25748
Shield	170	5978.83333	6191.83333	6191.83333	1244.19167	1305.65833	1305.65833
Shield	180	6536.66667	6653.83333	6653.83333	1377.38333	1417.07833	1417.07833
Shield	200	7446.00000	7245.55556	7245.55556	1629.66000	1579.66278	1579.66278
Shield	210	7754.00000	7696.66667	7696.66667	1731.94500	1714.94611	1714.94611
Shield	220	7890.00000	7878.30303	7878.30303	1783.23333	1773.08066	1773.08066
Shield	230	7990.90909	8063.30303	8063.30303	1804.06364	1827.12399	1827.12399
Shield	240	8309.00000	8293.11784	8293.11784	1894.07500	1892.93140	1892.93140
Shield	250	8579.44444	8587.14815	8587.14815	1980.65556	1977.51019	1977.51019
Shield	260	8873.00000	8862.61481	8862.61481	2057.80000	2059.30185	2059.30185
Shield	270	9135.40000	9004.20000	9004.20000	2139.45000	2098.62500	2098.62500

ACSBV3-06-02A.sql Complete: Part 1 of 6. Please run ACSBV3-06-02B.sql next...

                                                                                                                           
2025-12-19 18:57:28                                                                                            0602A (v1.0)
###########################################################################################################################
##  END PRINT OUT                                                                                                        ##
###########################################################################################################################
                                                                                                                           
                                                                                                                           
