"entry","entry","Quality","QualityName","ItemLevel","ItemLevelBracket","slot_group","slot_group_desc","slot","slot_name","class","class_name","subclass","subclass_name","InventoryType","InventoryTypeName","RequiredLevel","RequiredLevelBracket","BuyPrice","SellPrice","weight","drop_environment","source_type","stat_type1","stat_value1","stat_cost1","stat_total1","stat_type2","stat_value2","stat_cost2","stat_total2","stat_type3","stat_value3","stat_cost3","stat_total3","stat_type4","stat_value4","stat_cost4","stat_total4","stat_type5","stat_value5","stat_cost5","stat_total5","stat_type6","stat_value6","stat_cost6","stat_total6","stat_type7","stat_value7","stat_cost7","stat_total7","stat_type8","stat_value8","stat_cost8","stat_total8","stat_type9","stat_value9","stat_cost9","stat_total9","stat_type10","stat_value10","stat_cost10","stat_total10","stat_sum","dmg_min1","dmg_max1","delay","DPS","armor","armorCost","RandomProperty","RandomSuffix","socketBonus","socketCost","budget_actual","mod_drop","mod_misc","mod_slot","mod_source","budget_normalized","budget_target_raw","budget_diff_raw","budget_perc_raw","budget_target_3pnt","budget_diff_3pnt","budget_perc_3pnt","budget_target_mono","budget_diff_mono","budget_perc_mono"
"1913","Studded Blackjack","1","Common","10","10","1H-Weapon","1H-Axe, 1H-Mace, 1H-Sword, Dagger, Fist-Weapon","20421","Weapon    | 1H-Mace       | Main-Hand         ","2","Weapon","4","1H-Mace","21","Main-Hand","5","10","743","148","0.5","World","Creature","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","5","10","1800","4.16667","0","0.00000","0","0","0","0.00000","4.16667","1.00","1.00","1.01","1.00","4.12542","7.60515","-3.47973","0.54245","7.47446","-3.34904","0.55194","7.47446","-3.34904","0.55194"
"25013","Conqueror's Vambraces","2","Uncommon","114","110","Minor-Armor","Feet, Hands, Waist, Wrists","40409","Equipment | Plate         | Wrists            ","4","Equipment","4","Plate","9","Wrists","68","70","132966","26593","0.544249746091337","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","459","91.80000","0","65","0","0.00000","91.80000","1.00","0.65","1.11","1.00","127.23493","100.65248","26.58245","1.26410","99.44456","27.79037","1.27946","99.44456","27.79037","1.27946"
"25009","Conqueror's Gauntlets","2","Uncommon","114","110","Minor-Armor","Feet, Hands, Waist, Wrists","40410","Equipment | Plate         | Hands             ","4","Equipment","4","Plate","10","Hands","68","70","127692","25538","0.5541810863353132","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","656","131.20000","0","65","0","0.00000","131.20000","1.00","0.65","1.43","1.00","141.15116","100.65248","40.49868","1.40236","99.44456","41.70660","1.41940","99.44456","41.70660","1.41940"
"24673","Eldr'naan Hood","2","Uncommon","114","110","Moderate-Armor","Head, Shoulder","40101","Equipment | Cloth         | Head              ","4","Equipment","1","Cloth","1","Head","68","70","112919","22583","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","114","22.80000","0","61","0","0.00000","22.80000","1.00","0.65","0.71","1.00","49.40412","100.65248","-51.24836","0.49084","99.44456","-50.04044","0.49680","99.44456","-50.04044","0.49680"
"24675","Eldr'naan Shoulderpads","2","Uncommon","114","110","Moderate-Armor","Head, Shoulder","40103","Equipment | Cloth         | Shoulder          ","4","Equipment","1","Cloth","3","Shoulder","68","70","113727","22745","0.5541810863353132","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","105","21.00000","0","61","0","0.00000","21.00000","1.00","0.65","0.58","1.00","55.70292","100.65248","-44.94956","0.55342","99.44456","-43.74164","0.56014","99.44456","-43.74164","0.56014"
"24786","Murkblood Cover","2","Uncommon","114","110","Moderate-Armor","Head, Shoulder","40201","Equipment | Leather       | Head              ","4","Equipment","2","Leather","1","Head","68","70","141149","28229","0.544249746091337","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","214","42.80000","0","63","0","0.00000","42.80000","1.00","0.65","0.93","1.00","70.80232","100.65248","-29.85016","0.70343","99.44456","-28.64224","0.71198","99.44456","-28.64224","0.71198"
"24788","Murkblood Shoulderguards","2","Uncommon","114","110","Moderate-Armor","Head, Shoulder","40203","Equipment | Leather       | Shoulder          ","4","Equipment","2","Leather","3","Shoulder","68","70","142158","28431","0.5312971247016172","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","198","39.60000","0","63","0","0.00000","39.60000","1.00","0.65","0.79","1.00","77.11782","100.65248","-23.53466","0.76618","99.44456","-22.32674","0.77549","99.44456","-22.32674","0.77549"
"24898","Sundered Helmet","2","Uncommon","114","110","Moderate-Armor","Head, Shoulder","40301","Equipment | Mail          | Head              ","4","Equipment","3","Mail","1","Head","68","70","168790","33758","0.544249746091337","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","477","95.40000","0","64","0","0.00000","95.40000","1.00","0.65","1.34","1.00","109.52928","100.65248","8.87680","1.08819","99.44456","10.08472","1.10141","99.44456","10.08472","1.10141"
"24900","Sundered Spaulders","2","Uncommon","114","110","Moderate-Armor","Head, Shoulder","40303","Equipment | Mail          | Shoulder          ","4","Equipment","3","Mail","3","Shoulder","68","70","170740","34148","0.5541810863353132","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","441","88.20000","0","64","0","0.00000","88.20000","1.00","0.65","1.18","1.00","114.99348","100.65248","14.34100","1.14248","99.44456","15.54892","1.15636","99.44456","15.54892","1.15636"
"25010","Conqueror's Helmet","2","Uncommon","114","110","Moderate-Armor","Head, Shoulder","40401","Equipment | Plate         | Head              ","4","Equipment","4","Plate","1","Head","68","70","195842","39168","0.5541810863353132","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","853","170.60000","0","65","0","0.00000","170.60000","1.00","0.65","1.85","1.00","141.87110","100.65248","41.21862","1.40951","99.44456","42.42654","1.42664","99.44456","42.42654","1.42664"
"25012","Conqueror's Epaulets","2","Uncommon","114","110","Moderate-Armor","Head, Shoulder","40403","Equipment | Plate         | Shoulder          ","4","Equipment","4","Plate","3","Shoulder","68","70","197233","39446","0.544249746091337","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","787","157.40000","0","65","0","0.00000","157.40000","1.00","0.65","1.60","1.00","151.34615","100.65248","50.69367","1.50365","99.44456","51.90159","1.52191","99.44456","51.90159","1.52191"
"28542","Heartseeker Knives","2","Uncommon","114","110","Ranged-Thrown","Thrown","21625","Weapon    | Thrown        | Ranged-Thrown     ","2","Weapon","16","Thrown","25","Ranged-Thrown","68","70","145472","36368","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","95","177","1700","80.00000","0","0.00000","0","95","0","0.00000","80.00000","1.00","0.65","0.99","1.00","124.32012","100.65248","23.66764","1.23514","99.44456","24.87556","1.25015","99.44456","24.87556","1.25015"
"25293","Draenethyst Wand","2","Uncommon","114","110","Ranged-Wand","Wand","21926","Weapon    | Wand          | Ranged-Weapon     ","2","Weapon","19","Wand","26","Ranged-Weapon","68","70","277198","55439","0.544249746091337","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","130","242","1700","109.41176","0","0.00000","0","96","0","0.00000","109.41176","1.00","0.65","1.12","1.00","150.29088","100.65248","49.63840","1.49317","99.44456","50.84632","1.51130","99.44456","50.84632","1.51130"
"25251","Orc Flatbow","2","Uncommon","114","110","Ranged-Weapon","Bow, Crossbow, Gun","20215","Weapon    | Bow           | Ranged-Bow        ","2","Weapon","2","Bow","15","Ranged-Bow","68","70","275262","55052","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","110","206","2700","58.51852","0","0.00000","0","95","0","0.00000","58.51852","1.00","0.65","0.71","1.00","126.80069","100.65248","26.14821","1.25979","99.44456","27.35613","1.27509","99.44456","27.35613","1.27509"
"25279","Sen'jin Longrifle","2","Uncommon","114","110","Ranged-Weapon","Bow, Crossbow, Gun","20326","Weapon    | Gun           | Ranged-Weapon     ","2","Weapon","3","Gun","26","Ranged-Weapon","68","70","283254","56650","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","110","206","2700","58.51852","0","0.00000","0","95","0","0.00000","58.51852","1.00","0.65","0.70","1.00","128.61213","100.65248","27.95965","1.27778","99.44456","29.16757","1.29330","99.44456","29.16757","1.29330"
"25265","Barreled Crossbow","2","Uncommon","114","110","Ranged-Weapon","Bow, Crossbow, Gun","21826","Weapon    | Crossbow      | Ranged-Weapon     ","2","Weapon","18","Crossbow","26","Ranged-Weapon","68","70","261979","52395","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","110","206","2700","58.51852","0","0.00000","0","95","0","0.00000","58.51852","1.00","0.65","0.73","1.00","123.32670","100.65248","22.67422","1.22527","99.44456","23.88214","1.24016","99.44456","23.88214","1.24016"
"25083","Smouldering Shield","2","Uncommon","114","110","Shield","Shield","40614","Equipment | Shield        | Shield            ","4","Equipment","6","Shield","14","Shield","68","70","233098","46619","0.5765660514343556","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","3363","672.60000","0","82","0","0.00000","672.60000","1.00","0.65","6.43","1.00","160.92834","100.65248","60.27586","1.59885","99.44456","61.48378","1.61827","99.44456","61.48378","1.61827"
"25181","Tapered Staff","2","Uncommon","114","110","Staff-Weapon","Staff","21017","Weapon    | Staff         | Two-Hand          ","2","Weapon","10","Staff","17","Two-Hand","68","70","463680","92736","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","224","337","3500","80.14286","0","0.00000","0","91","0","0.00000","80.14286","1.00","0.65","1.39","1.00","88.70267","100.65248","-11.94981","0.88128","99.44456","-10.74189","0.89198","99.44456","-10.74189","0.89198"
"25335","Feral Warp-Staff","2","Uncommon","114","110","Staff-Weapon","Staff","21017","Weapon    | Staff         | Two-Hand          ","2","Weapon","10","Staff","17","Two-Hand","68","70","477272","95454","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","224","337","3500","80.14286","0","0.00000","0","85","0","0.00000","80.14286","1.00","0.65","1.39","1.00","88.70267","100.65248","-11.94981","0.88128","99.44456","-10.74189","0.89198","99.44456","-10.74189","0.89198"
"25210","Double-Bladed Axe","2","Uncommon","117","110","1H-Weapon","1H-Axe, 1H-Mace, 1H-Sword, Dagger, Fist-Weapon","20013","Weapon    | 1H-Axe        | One-Hand          ","2","Weapon","0","1H-Axe","13","One-Hand","69","70","364652","72930","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","115","215","2600","63.46154","0","0.00000","0","92","0","0.00000","63.46154","1.00","0.65","0.80","1.00","122.04142","101.69707","20.34435","1.20005","102.13169","19.90973","1.19494","102.13169","19.90973","1.19494"
"25126","Anvilmar Hammer","2","Uncommon","117","110","1H-Weapon","1H-Axe, 1H-Mace, 1H-Sword, Dagger, Fist-Weapon","20413","Weapon    | 1H-Mace       | One-Hand          ","2","Weapon","4","1H-Mace","13","One-Hand","69","70","386770","77354","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","115","215","2600","63.46154","0","0.00000","0","87","0","0.00000","63.46154","1.00","0.65","0.79","1.00","123.58625","101.69707","21.88918","1.21524","102.13169","21.45456","1.21007","102.13169","21.45456","1.21007"
"25322","Lordly Scepter","2","Uncommon","117","110","1H-Weapon","1H-Axe, 1H-Mace, 1H-Sword, Dagger, Fist-Weapon","20421","Weapon    | 1H-Mace       | Main-Hand         ","2","Weapon","4","1H-Mace","21","Main-Hand","69","70","363274","72654","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","38","104","1700","41.76471","0","0.00000","0","84","0","0.00000","41.76471","1.00","0.65","1.01","1.00","63.61723","101.69707","-38.07984","0.62556","102.13169","-38.51446","0.62289","102.13169","-38.51446","0.62289"
"25154","Blood Groove Blade","2","Uncommon","117","110","1H-Weapon","1H-Axe, 1H-Mace, 1H-Sword, Dagger, Fist-Weapon","20713","Weapon    | 1H-Sword      | One-Hand          ","2","Weapon","7","1H-Sword","13","One-Hand","69","70","370275","74055","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","115","215","2600","63.46154","0","0.00000","0","89","0","0.00000","63.46154","1.00","0.65","0.79","1.00","123.58625","101.69707","21.88918","1.21524","102.13169","21.45456","1.21007","102.13169","21.45456","1.21007"
"25196","Boneshredder Claws","2","Uncommon","117","110","1H-Weapon","1H-Axe, 1H-Mace, 1H-Sword, Dagger, Fist-Weapon","21321","Weapon    | Fist-Weapon   | Main-Hand         ","2","Weapon","13","Fist-Weapon","21","Main-Hand","69","70","372918","74583","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","115","215","2600","63.46154","0","0.00000","0","93","0","0.00000","63.46154","1.00","0.65","0.73","1.00","133.74403","101.69707","32.04696","1.31512","102.13169","31.61234","1.30953","102.13169","31.61234","1.30953"
"25112","Fel Ripper","2","Uncommon","117","110","1H-Weapon","1H-Axe, 1H-Mace, 1H-Sword, Dagger, Fist-Weapon","21513","Weapon    | Dagger        | One-Hand          ","2","Weapon","15","Dagger","13","One-Hand","69","70","357763","71552","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","75","141","1700","63.52941","0","0.00000","0","86","0","0.00000","63.52941","1.00","0.65","0.75","1.00","130.31674","101.69707","28.61967","1.28142","102.13169","28.18505","1.27597","102.13169","28.18505","1.27597"
"25308","Thunder Spike","2","Uncommon","117","110","1H-Weapon","1H-Axe, 1H-Mace, 1H-Sword, Dagger, Fist-Weapon","21521","Weapon    | Dagger        | Main-Hand         ","2","Weapon","15","Dagger","21","Main-Hand","69","70","371541","74308","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","38","104","1700","41.76471","0","0.00000","0","84","0","0.00000","41.76471","1.00","0.65","1.15","1.00","55.87252","101.69707","-45.82455","0.54940","102.13169","-46.25917","0.54706","102.13169","-46.25917","0.54706"
"25224","Slavemaster Axe","2","Uncommon","117","110","2H-Weapon","2H-Axe, 2H-Mace, 2H-Sword, Polearm","20117","Weapon    | 2H-Axe        | Two-Hand          ","2","Weapon","1","2H-Axe","17","Two-Hand","69","70","445482","89096","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","231","347","3500","82.57143","0","0.00000","0","92","0","0.00000","82.57143","1.00","0.65","1.19","1.00","106.75039","101.69707","5.05332","1.04969","102.13169","4.61870","1.04522","102.13169","4.61870","1.04522"
"25140","Commanding Mallet","2","Uncommon","117","110","2H-Weapon","2H-Axe, 2H-Mace, 2H-Sword, Polearm","20517","Weapon    | 2H-Mace       | Two-Hand          ","2","Weapon","5","2H-Mace","17","Two-Hand","69","70","473130","94626","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","231","347","3500","82.57143","0","0.00000","0","88","0","0.00000","82.57143","1.00","0.65","1.26","1.00","100.81982","101.69707","-0.87725","0.99137","102.13169","-1.31187","0.98716","102.13169","-1.31187","0.98716"
"25238","Hellfire War Spear","2","Uncommon","117","110","2H-Weapon","2H-Axe, 2H-Mace, 2H-Sword, Polearm","20617","Weapon    | Polearm       | Two-Hand          ","2","Weapon","6","Polearm","17","Two-Hand","69","70","481741","96348","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","231","347","3500","82.57143","0","0.00000","0","94","0","0.00000","82.57143","1.00","0.65","1.23","1.00","103.27884","101.69707","1.58177","1.01555","102.13169","1.14715","1.01123","102.13169","1.14715","1.01123"
"25168","Sha'tari Longsword","2","Uncommon","117","110","2H-Weapon","2H-Axe, 2H-Mace, 2H-Sword, Polearm","20817","Weapon    | 2H-Sword      | Two-Hand          ","2","Weapon","8","2H-Sword","17","Two-Hand","69","70","486768","97353","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","231","347","3500","82.57143","0","0.00000","0","90","0","0.00000","82.57143","1.00","0.65","1.20","1.00","105.86081","101.69707","4.16374","1.04094","102.13169","3.72912","1.03651","102.13169","3.72912","1.03651"
"25042","Nether Cloak","2","Uncommon","117","110","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","69","70","111484","22296","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","72","14.40000","0","66","0","0.00000","14.40000","1.00","0.65","0.41","1.00","54.03377","101.69707","-47.66330","0.53132","102.13169","-48.09792","0.52906","102.13169","-48.09792","0.52906"
"24679","Archmage Robe","2","Uncommon","117","110","Major-Armor","Chest, Legs, Robe","40105","Equipment | Cloth         | Chest             ","4","Equipment","1","Cloth","5","Chest","69","70","142539","28507","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","144","28.80000","0","61","0","0.00000","28.80000","1.00","0.65","0.59","1.00","75.09778","101.69707","-26.59929","0.73845","102.13169","-27.03391","0.73530","102.13169","-27.03391","0.73530"
"24682","Archmage Pants","2","Uncommon","117","110","Major-Armor","Chest, Legs, Robe","40107","Equipment | Cloth         | Legs              ","4","Equipment","1","Cloth","7","Legs","69","70","144177","28835","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","126","25.20000","0","61","0","0.00000","25.20000","1.00","0.65","0.72","1.00","53.84615","101.69707","-47.85092","0.52948","102.13169","-48.28554","0.52722","102.13169","-48.28554","0.52722"
"24792","Expedition Tunic","2","Uncommon","117","110","Major-Armor","Chest, Legs, Robe","40205","Equipment | Leather       | Chest             ","4","Equipment","2","Leather","5","Chest","69","70","178174","35634","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","270","54.00000","0","63","0","0.00000","54.00000","1.00","0.65","1.07","1.00","77.64198","101.69707","-24.05509","0.76346","102.13169","-24.48971","0.76021","102.13169","-24.48971","0.76021"
"24795","Expedition Pants","2","Uncommon","117","110","Major-Armor","Chest, Legs, Robe","40207","Equipment | Leather       | Legs              ","4","Equipment","2","Leather","7","Legs","69","70","180222","36044","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","236","47.20000","0","63","0","0.00000","47.20000","1.00","0.65","0.98","1.00","74.09733","101.69707","-27.59974","0.72861","102.13169","-28.03436","0.72551","102.13169","-28.03436","0.72551"
"24904","Talhide Chestpiece","2","Uncommon","117","110","Major-Armor","Chest, Legs, Robe","40305","Equipment | Mail          | Chest             ","4","Equipment","3","Mail","5","Chest","69","70","212982","42596","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","602","120.40000","0","64","0","0.00000","120.40000","1.00","0.65","1.65","1.00","112.26107","101.69707","10.56400","1.10388","102.13169","10.12938","1.09918","102.13169","10.12938","1.09918"
"24907","Talhide Lined-Leggings","2","Uncommon","117","110","Major-Armor","Chest, Legs, Robe","40307","Equipment | Mail          | Legs              ","4","Equipment","3","Mail","7","Legs","69","70","215440","43088","0.5","World","Item_Loot","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","0","0","0","0.00000","527","105.40000","0","64","0","0.00000","105.40000","1.00","0.65","1.48","1.00","109.56341","101.69707","7.86634","1.07735","102.13169","7.43172","1.07277","102.13169","7.43172","1.07277"
